Player_Game_ID,Team,Game,Player_ID,#,Name,Pos,Time on ice,ZEX,CEX All,CEX Not Press,CEX Press,DEX,FEX,ZEN,CEN,DEN,FEN,DR,TOT,CEX,EXD,END,CORSI-,CORSI+
10.USA4,USA,10,USA4,4,Ava Svejkovsky,D,0.29,206.8965517,206.8965517,0,206.8965517,0,0,0,0,0,0,0,206.8965517,206.8965517,0,0,206.8965517,0
1.FIN14,FIN,1,FIN14,14,Kerttu Lehmus,F,1.131578947,159.0697674,106.0465116,53.02325581,53.02325581,0,53.02325581,53.02325581,0,0,53.02325581,0,212.0930233,106.0465116,0,53.02325581,106.0465116,0
11.FIN26,FIN,11,FIN26,26,Peppi Virtanen,F,1.945945946,277.5,61.66666667,61.66666667,0,61.66666667,154.1666667,123.3333333,30.83333333,61.66666667,30.83333333,0,431.6666667,61.66666667,30.83333333,30.83333333,30.83333333,61.66666667
4.FIN19,FIN,4,FIN19,19,Heidi Kokora,F,1.14,52.63157895,52.63157895,52.63157895,0,0,0,0,0,0,0,0,52.63157895,52.63157895,0,0,105.2631579,0
12.CAN9,CAN,12,CAN9,9,Mckenna Van,F,8.414634146,49.91304348,42.7826087,42.7826087,0,0,7.130434783,64.17391304,28.52173913,14.26086957,21.39130435,14.26086957,128.3478261,42.7826087,0,7.130434783,71.30434783,35.65217391
4.USA12,USA,4,USA12,12,Sydney Morrow,D,20.23,50.42016807,41.52249135,20.76124567,20.76124567,0,8.897676718,29.65892239,14.8294612,2.965892239,11.86356896,0,94.90855166,41.52249135,14.8294612,8.897676718,23.72713791,62.28373702
5.FIN26,FIN,5,FIN26,26,Peppi Virtanen,F,4.55,52.74725275,39.56043956,13.18681319,26.37362637,0,13.18681319,13.18681319,0,13.18681319,0,0,65.93406593,39.56043956,0,0,92.30769231,26.37362637
1.CAN27,CAN,1,CAN27,27,Holly Abela,F,6.657894737,36.04743083,36.04743083,27.03557312,9.011857708,0,0,18.02371542,9.011857708,9.011857708,0,27.03557312,90.11857708,36.04743083,9.011857708,9.011857708,18.02371542,81.10671937
6.USA12,USA,6,USA12,12,Sydney Morrow,D,15.25,43.27868852,35.40983607,7.868852459,27.54098361,3.93442623,3.93442623,19.67213115,0,7.868852459,11.80327869,0,86.55737705,35.40983607,23.60655738,31.47540984,51.14754098,43.27868852
1.FIN20,FIN,1,FIN20,20,Sofia Kari,F,1.697368421,35.34883721,35.34883721,35.34883721,0,0,0,106.0465116,0,35.34883721,70.69767442,0,141.3953488,35.34883721,0,35.34883721,106.0465116,0
3.CAN9,CAN,3,CAN9,9,Mckenna Van,F,11.93877551,40.20512821,35.17948718,15.07692308,20.1025641,0,5.025641026,20.1025641,10.05128205,10.05128205,0,10.05128205,75.38461538,35.17948718,5.025641026,5.025641026,70.35897436,60.30769231
4.FIN23,FIN,4,FIN23,23,Sanni Vanhanen,F,15.5,46.4516129,34.83870968,11.61290323,23.22580645,3.870967742,7.741935484,38.70967742,15.48387097,7.741935484,15.48387097,0,92.90322581,34.83870968,7.741935484,7.741935484,73.5483871,58.06451613
11.SWE6,SWE,11,SWE6,6,Tuva Kandell,D,10.37837838,40.46875,34.6875,11.5625,23.125,0,5.78125,23.125,0,17.34375,5.78125,0,98.28125,34.6875,34.6875,46.25,69.375,23.125
11.FIN7,FIN,11,FIN7,7,Sinna Varjonen,D,7.135135135,42.04545455,33.63636364,8.409090909,25.22727273,0,8.409090909,0,0,0,0,0,42.04545455,33.63636364,0,33.63636364,33.63636364,58.86363636
5.SWE28,SWE,5,SWE28,28,Moa Gustafsson,F,7.23,33.19502075,33.19502075,8.298755187,24.89626556,0,0,33.19502075,0,24.89626556,8.298755187,8.298755187,74.68879668,33.19502075,0,0,74.68879668,74.68879668
